miRNA	D10_WT_Fe_Ov-1	D10_WT_Fe_Ov-2	D10_WT_Fe_Ov-3	D10_MT_Fe_Ov-1	D10_MT_Fe_Ov-2	D10_MT_Fe_Ov-3	D10_WT_Ma_Te-1	D10_WT_Ma_Te-2	D10_WT_Ma_Te-3	D30_WT_Fe_Ov-1	D30_WT_Fe_Ov-2	D30_WT_Fe_Ov-3	D30_MT_Fe_Ov-1	D30_MT_Fe_Ov-2	D30_MT_Fe_Ov-3	D30_WT_Ma_Te-1	D30_WT_Ma_Te-2	D30_WT_Ma_Te-3	D120_WT_Fe_Ov-1	D120_WT_Fe_Ov-2	D120_WT_Fe_Ov-3	D120_MT_Fe_Ov-1	D120_MT_Fe_Ov-2	D120_MT_Fe_Ov-3	D120_WT_Ma_Te-1	D120_WT_Ma_Te-2	D120_WT_Ma_Te-3
ola-miR-203b-3p	638581	362246	320418	452747	366669	707703	154925	279259	766245	1402	1468	964	5	6	26	694	388	302	5236	4447	19476	3071	4637	2596	3449	1598	3752
ola-miR-204-5p	150728	126094	131517	264997	132966	218257	150420	79270	294445	0	0	0	14431	8923	33785	35794	30725	16289	20240	59724	18067	22307	43009	18290	45328	35517	41329
ola-miR-204-2b-3p	162	115	164	164	170	205	123	108	158	33	89	52	14	0	0	3	4	3	17	51	28	20	39	9	19	24	29
ola-miR-205-5p	59661	43611	52823	58227	47767	61301	37655	53771	94190	2135	1073	516	3	0	7	159	87	80	1194	1073	4551	471	1136	940	1198	548	1691
ola-miR-205-1a-3p	584	408	311	580	324	721	207	279	1005	24	24	0	2	0	0	2	1	0	18	10	39	4	8	12	7	2	12
ola-miR-205-1b-3p	306	254	117	349	166	331	93	139	403	93	16	54	1	1	0	3	2	1	20	6	40	2	7	13	11	1	9
ola-miR-206-1-5p	82	47	68	82	56	65	83	79	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
ola-miR-206-1-3p	360102	360184	260314	373700	278235	285582	172027	187023	367235	538	322	376	234	70	94	358	104	167	13	46	346	18	45	21	87	44	206
ola-miR-20a-5p	10174	3436	5971	6709	4411	10452	1591	2099	6673	201	93	14	47	2	35	797	624	512	3601	6195	3799	3326	5191	2933	6551	5503	5636
ola-miR-20a-1-3p	274	161	235	223	118	257	55	57	250	0	11	0	0	0	0	40	38	24	144	275	220	135	198	113	163	106	139
ola-miR-20a-2-3p	77	48	62	83	43	87	26	20	84	0	0	0	1	0	0	8	11	3	43	80	58	50	63	45	71	52	67
ola-miR-20b-5p	295	90	243	74	651	424	123	61	71	0	0	0	0	0	0	5	1	5	10	48	20	20	27	20	108	50	90
ola-miR-20b-3p	10	0	12	2	1	7	4	4	2	0	0	0	0	0	0	0	0	0	1	2	0	0	4	1	4	3	2
ola-miR-210-5p	13001	7483	6228	9541	10035	20942	3826	609	10320	5164	3679	5337	474	247	802	3955	3800	710	5056	11249	6764	5859	6386	4788	6666	5639	6197
ola-miR-210-3p	907	239	548	635	369	873	194	173	376	152	13	36	3	3	22	162	114	77	577	1551	953	790	1092	582	722	560	724
ola-miR-212a-5p	1766	1732	1226	3320	5841	3104	815	608	3621	0	0	0	0	4	1	0	1	2	13	22	2	29	52	12	12	5	10
ola-miR-212-3p	4390	1183	1715	3559	1923	4922	759	399	2477	0	0	0	0	0	0	9	2	5	53	55	16	33	157	29	39	52	54
ola-miR-212b-5p	1637	1251	1428	856	6236	2278	832	636	3119	0	0	0	0	0	0	0	0	0	2	8	4	9	20	9	33	10	18
ola-miR-214a-5p	680	207	307	418	266	689	56	70	224	0	0	0	3	0	0	15	21	6	93	241	129	94	191	75	76	48	74
ola-miR-214-3p	31542	20958	66117	30000	42094	34460	29113	35872	2493	14252	6930	3574	500	516	1155	2112	1558	1350	6886	23370	11658	9857	18480	6001	2889	2439	5958
ola-miR-214b-5p	9197	4529	5823	7301	5231	9784	2004	2330	8154	85	63	112	18	8	33	381	375	306	1158	1908	1160	1019	1628	889	840	634	871
ola-miR-216a-5p	2804	806	2181	1405	1250	2185	284	273	1301	0	0	0	6	2	3	59	54	48	428	1062	871	586	1222	959	1621	606	2249
ola-miR-216a-1-3p	92	49	39	47	51	162	28	16	69	0	0	0	0	0	7	0	3	0	0	0	0	0	0	1	4	1	4
ola-miR-216a-2-3p	212	17	53	191	81	263	26	7	32	39	8	0	0	6	0	22	31	14	6	18	20	5	9	9	32	24	25
ola-miR-216b-5p	389	219	594	272	466	411	120	137	570	34	20	0	2	12	5	49	52	54	73	203	135	144	244	101	334	116	561
ola-miR-216b-1-3p	3	3	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ola-miR-217a-5p	409	316	802	276	704	613	283	255	738	0	0	0	0	0	1	13	19	10	20	46	33	20	54	25	69	52	147
ola-miR-217a-3p	10	7	25	29	24	14	18	7	24	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	4	3	5
ola-miR-2184-5p	777	280	574	530	344	659	76	97	485	0	0	0	0	0	0	14	5	6	1755	2179	1602	1066	1740	780	562	670	628
ola-miR-2184-3p	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	3	1	1	2	0
ola-miR-2187a-5p	556	290	245	341	338	899	97	94	494	22	6	8	5	0	8	34	38	25	52	65	67	31	55	27	68	65	70
ola-miR-2187a-3p	381	88	150	187	172	444	48	46	227	26	0	0	0	0	0	10	10	5	41	53	62	47	56	26	102	70	101
ola-miR-2188-5p	47413	17284	20297	37312	32043	65085	12090	5943	29667	2047	1370	1033	63	106	271	1357	1062	794	10462	40079	29858	7638	33768	10842	5590	8262	5259
ola-miR-2188-3p	1333	762	1702	2518	962	2589	671	639	2987	354	179	180	13	23	49	158	180	99	392	1586	1122	452	1550	437	249	290	216
ola-miR-218a-5p	65159	35686	46205	67628	63425	85104	21241	16630	77555	4384	2509	2577	582	142	1356	4444	5187	3219	2190	5189	2838	2406	3615	1974	4843	5121	3832
ola-miR-218a-1-3p	60	25	18	79	40	59	10	7	54	0	0	18	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0
ola-miR-218b-5p	56970	33874	43737	58076	43619	64457	16494	9751	48403	95	9	31	3	1	12	139	154	73	86	190	107	111	142	70	236	172	179
ola-miR-219-5p	1882	450	1319	1640	630	1511	232	188	1038	0	0	0	0	0	0	0	1	0	4	22	6	3	11	2	32	20	31
ola-miR-219-1-3p	319	260	353	341	231	431	101	133	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ola-miR-219-3-3p	1035	584	714	940	890	1248	524	382	1792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ola-miR-219-4-3p	66	63	70	82	87	148	65	56	162	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
ola-miR-21-5p	199479	147714	195829	305464	199808	316430	116936	111835	481030	13004	8023	7147	1338	720	3030	7633	4784	3952	1373	4697	3890	432174	497621	284352	57169	63561	67790
ola-miR-21a-3p	540	30	353	498	179	497	38	4	25	0	0	0	0	0	0	183	108	69	2437	7763	5505	1873	4465	1775	598	498	701
ola-miR-21b-3p	249	111	127	174	134	329	24	32	226	0	38	0	6	8	20	20	17	5	1086	2081	2031	1181	1212	993	85	67	52
ola-miR-221a-5p	343	218	301	433	299	563	133	104	790	35	0	12	0	0	0	28	11	11	107	270	194	122	138	103	90	69	59
ola-miR-221-3p	10073	7060	10430	8912	8789	12825	6328	5250	14393	450	124	272	24	37	73	258	234	198	3061	5558	4791	2888	3510	3047	3386	3176	2350
ola-miR-221b-5p	3	0	3	4	4	3	1	0	6	0	0	0	0	0	0	1	1	2	1	4	3	1	1	0	8	4	7
ola-miR-222a-5p	156	101	168	242	79	211	19	45	258	79	20	94	20	10	24	64	87	48	132	361	203	136	150	144	157	150	138
ola-miR-222a-3p	67742	36874	54289	91909	53642	105616	28249	28776	128441	9337	3705	10918	274	247	353	784	481	507	6065	18440	10873	9581	11147	4900	7893	7962	6474
ola-miR-222c-5p	277	190	251	317	171	370	84	101	326	389	98	147	45	42	49	121	151	114	185	282	160	117	175	215	208	168	154
ola-miR-222c-3p	61897	33463	46615	78003	48512	97139	24429	24284	108128	8792	3562	10387	262	220	322	743	470	473	5463	16153	9671	8341	9829	4429	7316	7282	5998
ola-miR-223-5p	347	241	369	363	239	407	152	190	771	21	33	18	10	40	69	57	55	40	1171	2474	1647	1326	1793	833	49	60	118
ola-miR-223-3p	1504	983	1349	1692	1412	2316	844	716	1968	327	116	109	69	89	251	641	553	437	19756	27708	24682	11732	21295	14301	1078	1583	1449
ola-miR-22a-1-5p	204	101	175	110	183	181	82	79	146	0	17	0	3	0	3	14	8	16	78	202	77	110	94	100	125	78	105
ola-miR-22a-1-3p	101042	56773	139835	192259	84003	127358	46926	40446	175315	1358	803	654	285	265	757	2428	2172	1575	34138	71922	61639	40034	97480	20636	41568	27966	30120
ola-miR-22a-2-5p	49	15	33	36	28	35	18	10	21	0	0	0	0	0	0	2	2	1	19	59	28	30	27	23	14	19	21
ola-miR-22a-2-3p	15663	5779	22774	32839	14491	19654	8853	3899	12441	255	105	107	97	68	183	390	411	280	3703	8043	8624	5752	11355	1930	3853	2160	2150
ola-miR-22b-5p	809	585	430	979	642	1089	328	285	1257	44	26	21	23	6	29	45	50	33	54	119	71	108	123	65	104	88	52
ola-miR-22b-3p	7250	3860	5797	7617	4742	8556	1863	2739	9015	159	114	102	47	42	307	324	238	200	1756	3014	2790	2388	3308	1398	3787	3076	2264
ola-miR-23a-1-5p	538	241	309	550	295	588	176	123	824	0	9	33	1	1	1	7	2	2	7	47	19	24	34	3	2	8	8
ola-miR-23a-3p	50926	32354	29021	40349	48054	71369	19385	11798	40992	9717	6633	8550	868	410	2980	6081	5884	3905	19452	41904	20921	16297	28618	14427	7141	7098	8841
ola-miR-23a-2-5p	179	111	127	161	80	155	26	59	175	0	0	0	0	0	0	2	2	1	18	55	27	20	38	14	7	6	13
ola-miR-23a-3-5p	352	208	199	334	212	371	133	145	536	0	11	0	0	0	1	15	4	7	31	95	90	80	87	22	22	15	18
ola-miR-23b-2-5p	606	358	295	730	358	742	196	106	1001	0	15	31	0	3	0	1	1	2	5	14	13	17	17	3	2	7	3
ola-miR-23b-2-3p	18146	11344	13907	22743	14907	23727	11145	6877	20692	1871	1332	1292	225	133	817	1332	1043	808	3402	7153	4016	3004	4686	2266	1446	1211	1775
ola-miR-24a-2-5p	1304	352	435	802	644	1424	152	161	738	0	61	32	3	2	0	29	36	23	158	430	168	158	285	114	127	119	136
ola-miR-24a-2-3p	55160	27869	36350	41375	60237	66283	16387	15605	63103	2430	1031	744	88	244	486	866	1097	723	8074	24226	11353	10189	20018	7572	5530	4919	6978
ola-miR-24a-3-5p	84	47	78	52	58	79	16	17	68	0	0	0	0	0	0	4	1	2	9	40	23	23	46	14	15	3	22
ola-miR-24a-4b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ola-miR-24a-4b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ola-miR-24-6-5p	104	34	62	49	32	95	15	23	49	0	0	1	0	0	0	8	2	5	52	130	87	59	97	31	43	22	50
ola-miR-24-6-3p	10350	3445	5619	7942	7785	11479	1862	1995	11812	492	297	87	50	15	144	445	872	353	1467	4999	2333	1992	3438	1423	1277	1005	1347
ola-miR-25a-5p	295	233	104	278	158	446	124	131	296	0	0	31	27	0	4	14	16	9	30	51	54	40	69	20	61	43	32
ola-miR-25a-3p	7591	5232	5163	8026	5702	9231	3396	3185	9257	3741	2427	2582	935	493	2142	2228	2202	1437	4540	8293	5280	3765	5966	4643	5404	4040	4718
ola-miR-26a-1a-5p	19620	14622	12634	25228	12461	0	6357	5433	14905	60	70	44	9	5	21	77	86	41	1468	2152	1231	1183	1797	1075	1317	1185	1275
ola-miR-26a-1a-3p	10	15	9	19	11	7	4	8	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ola-miR-26a-1b-5p	43885	21277	24823	34504	23856	783	8672	8873	37126	1347	662	575	152	44	1466	3912	3750	2101	26339	40016	23286	20535	34177	21327	17667	18874	17276
ola-miR-26a-1b-3p	657	496	288	789	467	869	171	196	824	128	135	170	28	2	42	123	134	72	132	336	140	122	216	129	93	71	53
ola-miR-26a-2/3-ba-5p	576537	395076	327450	576167	476693	0	242968	168277	797031	66314	46119	48420	4954	2261	23384	39094	41844	23156	102950	148047	76477	86117	128054	76454	82011	89706	89152
ola-miR-26a-2-3p	9	7	17	23	11	21	13	9	40	0	0	0	0	0	0	2	2	0	7	18	6	2	10	2	12	8	7
ola-miR-26a-3-3p	11	9	11	15	12	4	7	9	26	0	0	0	0	0	0	3	3	3	1	2	1	3	4	0	1	1	0
ola-miR-26ba-3p	143	135	155	193	135	220	142	56	370	32	0	0	0	0	1	15	12	4	21	40	18	18	48	17	24	10	20
ola-miR-27a-5p	109	39	43	92	65	112	20	49	111	0	0	0	0	0	0	1	11	6	13	4	26	15	23	14	7	5	12
ola-miR-27a-3p	6774	568	4189	8201	3199	8162	967	394	1476	574	299	438	76	39	446	3119	3617	1916	4993	13806	9185	5248	9426	3890	2962	3025	3073
ola-miR-27b-5p	805	466	720	1308	703	1059	395	444	1693	65	22	56	10	2	30	36	15	17	141	383	206	216	245	133	40	58	62
ola-miR-27b-3p	24439	11112	16044	20965	15951	31941	5830	5181	18165	6564	3802	4510	655	250	1577	3502	3906	2173	3610	7536	4411	3434	5120	2425	2019	1837	2671
ola-miR-27c-5p	2543	872	667	1782	1111	2743	234	482	3187	149	179	333	0	5	43	29	12	17	98	189	120	84	201	77	35	37	47
ola-miR-27c-3p	14517	4967	10435	15282	7016	17091	1731	2014	9278	596	235	433	132	17	265	2417	2607	1563	9876	22898	12265	9296	16513	8468	5872	6521	7399
ola-miR-27d-3p	86	78	100	113	105	124	13	19	22	8	10	14	1	2	3	19	17	9	8	29	12	15	27	4	21	11	14
